,# matching traits rarity score,Name rarity score,body rarity score,face rarity score,hats rarity score,shirt rarity score,tier rarity score,final score,tokenID
9580,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #9580
5280,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #5280
4695,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #4695
2288,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #2288
3330,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #3330
1490,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #1490
8800,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #8800
500,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #500
6972,0.00015732946817274154,,,17.330546146101963,2.1426218583111742,1.972815764604322,0.09030444833132872,21.53644554681696,Cool Cat #6972
7753,6.42927282316647e-06,,,0.9121340076895769,0.030608883690159638,0.035869377538260395,0.09030444833132872,1.0689231465221487,Cool Cat #7753
2157,6.42927282316647e-06,,,0.9121340076895769,0.03150914497516433,0.03343755533227665,0.09030444833132872,1.0673915856011698,Cool Cat #2157
8160,6.42927282316647e-06,,,0.9121340076895769,0.030608883690159638,0.03288026274340537,0.09030444833132872,1.0659340317272938,Cool Cat #8160
7874,6.42927282316647e-06,,,0.8665273073050981,0.03150914497516433,0.035869377538260395,0.09030444833132872,1.0242167074226747,Cool Cat #7874
3652,6.42927282316647e-06,,,0.8665273073050981,0.03150914497516433,0.03343755533227665,0.09030444833132872,1.0217848852166909,Cool Cat #3652
192,6.42927282316647e-06,,,0.8665273073050981,0.03150914497516433,0.03343755533227665,0.09030444833132872,1.0217848852166909,Cool Cat #192
7026,1.505177174557653e-05,,,0.8665273073050981,0.030608883690159638,0.03343755533227665,0.09030444833132872,1.0208932464306086,Cool Cat #7026
3124,6.42927282316647e-06,,,0.8665273073050981,0.030608883690159638,0.03288026274340537,0.09030444833132872,1.020327331342815,Cool Cat #3124
8850,6.42927282316647e-06,,,0.8665273073050981,0.030608883690159638,0.03234124204269381,0.09030444833132872,1.0197883106421035,Cool Cat #8850
7310,6.42927282316647e-06,,,0.8665273073050981,0.03150914497516433,0.030825246321942532,0.09030444833132872,1.0191725762063568,Cool Cat #7310
2226,6.42927282316647e-06,,,0.9121340076895769,0.02550740307513303,0.03343755533227665,0.026783684074221745,0.9978690794440314,Cool Cat #2226
5909,6.42927282316647e-06,,,0.9121340076895769,0.02550740307513303,0.03343755533227665,0.026783684074221745,0.9978690794440314,Cool Cat #5909
5635,6.42927282316647e-06,,,0.9121340076895769,0.030608883690159638,0.026659672494653,0.026783684074221745,0.9961926772214343,Cool Cat #5635
6430,6.42927282316647e-06,,,0.9121340076895769,0.030608883690159638,0.025620983955900286,0.026783684074221745,0.9951539886826817,Cool Cat #6430
1298,6.42927282316647e-06,,,0.9121340076895769,0.02550740307513303,0.03131453594610035,0.017867725070904613,0.986830101054538,Cool Cat #1298
1877,6.42927282316647e-06,,,0.8252641021953315,0.03150914497516433,0.036533625270450405,0.09030444833132872,0.9836177500450982,Cool Cat #1877
